date,predicted_sales
2018-02-01,38197.532022229534
2018-02-02,37978.52111520048
2018-02-03,36895.14878042269
2018-02-04,37065.269345196684
2018-02-05,39536.11805033875
2018-02-06,39397.006372625976
2018-02-07,34728.374680698405
